Name,BSE Code,NSE Code,ISIN Code,Industry Group,Industry,Current Price,Market Capitalization,EBIDT last year,High price all time,DMA 200,Down from 52w high,Debt,Promoter holding,Profit after tax latest quarter,YOY Quarterly profit growth,Profit after tax preceding year quarter,Profit after tax preceding quarter,QoQ Profits,Expected quarterly net profit,Net profit 2quarters back,Net profit 3quarters back,Pledged percentage,Price to Earning,Expected quarterly sales,Expected quarterly sales growth,Sales,Sales growth,YOY Quarterly sales growth,Net Profit latest quarter,Profit after tax,Return on capital employed,Return on equity,Profit growth,NPM latest quarter,Mkt Cap To Debt Cap,Cash from operations last year,Cash from operations preceding year,DMA 200 previous day,Expected quarterly operating profit,Expected quarterly EPS,RSI,Cash end of preceding year,CROIC,Cash end of last year,Reserves,Investments,Current assets,EVEBITDA,Price to book value,Sales latest quarter,Number of Shareholders,Number of Shareholders preceding quarter,Number of Shareholders 1year back,FII holding,DII holding,Public holding,Cash Equivalents
Energy InfrTrust,542543,,INE05KD23015,Gas,Gas Transmission/Marketing,74.10,4920.24,1540.98,103.00,80.18,27.35,6601.82,,-6.55,-120.73,31.59,47.68,-113.74,,13.93,24.65,,61.73,,,3972.40,-1.95,12.93,-6.55,79.71,5.39,11.46,426.16,-0.60,0.23,1688.07,1181.53,80.25,,,40.73,810.03,14.13,885.60,-6144.54,365.63,1614.06,7.04,9.93,1095.12,,,,,,,885.60
Engineers India,532178,ENGINERSIN,INE510A01028,Construction,Civil Construction,237.21,13329.39,938.33,304.00,221.74,11.16,16.81,51.32,157.94,141.50,65.40,195.53,-19.22,159.26,347.17,83.49,0.00,17.00,1048.73,13.83,3877.66,16.30,-5.80,157.94,784.13,30.63,23.79,41.65,19.26,9.10,319.02,109.23,221.59,171.41,2.83,50.62,1326.90,5.79,1363.90,2864.71,1605.89,3478.18,11.20,4.24,819.84,390132.00,421564.00,432381.00,9.17,14.22,25.24,1363.90
Entero Healthcar,544122,ENTERO,INE010601016,Retailing,Pharmacy Retail,1408.40,6123.17,283.41,1584.25,1196.17,4.05,677.16,52.40,38.16,37.27,27.80,28.01,15.33,59.58,33.88,36.60,0.00,47.45,2132.93,35.77,7127.90,31.94,38.23,52.05,129.05,10.47,6.94,25.84,2.68,-25.03,96.20,-76.87,1194.03,94.18,10.04,65.27,260.42,-1.45,161.79,1645.10,129.89,2378.55,20.16,3.63,1940.50,39709.00,39084.00,33338.00,4.36,15.48,27.77,161.79
Enviro Infra,544290,EIEL,INE0LLY01014,Other Utilities,Water Supply & Management,199.01,3487.35,319.19,392.00,205.91,27.92,422.30,70.19,39.82,-12.52,45.52,52.10,-16.69,47.28,42.12,49.50,0.00,18.98,282.63,24.32,1263.86,15.49,49.09,45.22,183.74,20.39,17.00,-3.82,12.59,-20.17,-63.09,-46.60,205.97,68.79,2.37,38.07,555.15,-10.94,335.24,1057.18,67.05,1363.96,10.88,2.83,359.18,225178.00,220192.00,246179.00,0.67,0.70,28.45,335.24
EPack PrefabTech,544540,EPACKPEB,INE0MLS01022,Industrial Manufacturing,Industrial Products,232.90,2346.85,176.87,344.00,222.25,32.30,114.63,64.95,18.17,13.35,16.03,30.29,-40.01,43.41,16.85,29.47,0.00,24.76,583.04,34.36,1595.82,37.53,23.87,18.17,94.78,21.71,17.04,52.62,4.97,3.13,135.70,62.29,222.14,60.26,4.31,44.61,156.34,-2.17,285.50,714.44,27.04,987.27,11.98,3.19,365.84,66656.00,66353.00,,11.10,3.03,20.88,285.50
Epigral,543332,EPIGRAL,INE071N01016,Chemicals & Petrochemicals,Specialty Chemicals,1120.50,4849.00,572.85,2408.35,1213.94,41.38,572.04,68.83,99.18,-38.17,160.41,81.93,21.05,95.11,39.15,51.52,0.00,17.84,649.12,10.51,2626.00,4.81,16.29,99.18,271.78,15.30,15.81,-36.96,14.06,0.89,435.53,440.56,1214.88,149.24,22.05,53.27,22.19,3.83,5.46,2178.33,22.80,826.69,9.12,2.18,705.36,76305.00,77583.00,79951.00,1.03,5.56,24.56,5.46
EPL Ltd,500135,EPL,INE255A01020,Industrial Products,Packaging,270.10,8663.78,1008.50,318.75,223.28,1.06,962.50,26.38,98.60,-1.40,100.00,116.98,-2.61,140.83,83.10,106.10,0.00,21.09,1441.30,19.52,5043.10,16.91,25.27,100.60,410.76,17.84,15.77,3.17,7.25,1.15,722.90,795.10,222.81,286.05,4.31,75.28,196.90,8.62,203.60,2793.60,23.90,2119.10,9.05,3.03,1387.90,91469.00,95910.00,112227.00,14.07,13.80,45.75,203.60
Equitas Sma. Fin,543243,EQUITASBNK,INE063P01018,Banks,Other Bank,76.99,8817.76,3697.03,116.50,69.35,8.24,52305.64,0.00,183.61,182.06,-223.76,212.68,-13.67,121.44,90.03,24.14,0.00,17.27,1825.23,12.85,7105.78,10.00,18.89,183.61,510.46,6.43,1.68,598.16,9.37,2.18,-3315.83,1936.82,69.27,793.30,1.06,53.28,4836.25,1.01,5444.38,4983.79,10148.83,6693.87,13.45,1.43,1960.40,369493.00,385971.00,433820.00,15.70,51.25,33.04,5444.38
ERIS Lifescience,540596,ERIS,INE406M01024,Pharmaceuticals & Biotechnology,Pharmaceuticals,1326.00,18378.19,1127.95,1910.00,1426.52,27.11,2358.62,54.14,142.39,20.68,117.99,281.61,-48.65,185.08,108.83,134.47,16.85,28.03,874.88,10.41,3229.67,9.59,12.97,143.32,655.74,14.14,18.70,69.36,16.41,2.66,537.99,1065.01,1427.53,307.98,13.27,36.40,222.83,8.38,67.30,3888.82,61.56,1539.85,18.04,4.71,873.25,50798.00,51656.00,52225.00,5.76,20.71,19.39,67.30
Esab India,500133,ESABINDIA,INE284A01012,Industrial Products,Other Industrial Products,6154.00,9484.37,275.11,7325.00,5747.84,15.99,3.35,73.72,56.14,37.13,40.94,43.55,28.91,75.71,43.00,79.20,0.00,45.82,435.04,14.02,1577.25,12.99,19.63,56.14,207.00,64.68,48.76,20.41,13.33,5.17,180.69,198.81,5743.76,81.04,49.18,63.67,78.82,36.39,74.77,413.99,43.77,484.16,31.72,22.06,421.12,20083.00,19837.00,21625.00,1.62,12.87,11.78,74.77
ESAF Small Fin,544020,ESAFSFB,INE818W01011,Banks,Other Bank,43.27,2232.81,1675.38,82.40,31.36,2.21,28602.90,63.25,80.08,198.60,-81.22,23.51,240.62,-50.97,7.12,-115.81,0.00,,945.27,15.30,3806.72,3.91,32.54,80.08,-5.10,5.65,-8.86,99.16,7.29,0.84,-1960.29,3176.32,31.24,246.63,-0.99,65.81,1218.27,2.00,965.24,1270.87,6399.11,2085.72,15.82,1.25,1097.77,107631.00,109246.00,116490.00,0.31,3.80,32.63,965.24
Escorts Kubota,500495,ESCORTS,INE042A01014,"Agricultural, Commercial & Construction Vehicles",Tractors,3092.10,34558.09,1856.67,4422.00,3185.40,26.03,161.89,68.04,385.94,23.63,312.17,320.53,20.41,338.62,358.32,318.11,0.00,24.28,3411.80,22.22,12247.76,20.43,28.30,385.93,1423.26,13.93,18.72,21.24,12.03,4.03,1381.16,1003.19,3186.34,417.44,30.27,56.68,1124.13,6.80,839.38,12260.95,8281.40,3960.92,15.78,2.80,3207.55,138521.00,131303.00,137631.00,6.36,10.65,13.29,839.38
Eternal,543320,ETERNAL,INE758T01015,Retailing,E-Retail/ E-Commerce,327.95,316285.57,2439.00,368.45,275.29,10.99,4592.00,0.00,92.00,268.00,25.00,174.00,-47.13,-276.41,102.00,65.00,0.00,730.45,39397.34,189.90,67408.00,190.50,182.00,92.00,433.00,2.48,0.38,44.82,0.46,2581.92,632.00,308.00,274.76,943.52,-0.29,69.43,3614.00,-1.27,1523.00,30061.00,14833.00,10609.00,102.88,10.22,20211.00,2295671.00,2304885.00,2499813.00,29.09,39.21,26.99,1523.00
Ethos,543532,ETHOSLTD,INE04TZ01018,Consumer Durables,"Gems, Jewellery And Watches",2867.60,7661.41,249.36,3404.83,2568.27,11.65,322.32,50.58,28.13,47.90,19.02,22.00,25.92,27.49,30.57,23.79,0.00,72.54,503.91,31.44,1727.63,30.42,33.32,28.66,105.61,9.82,7.77,14.17,6.21,26.74,89.60,-20.29,2565.26,63.76,10.08,61.24,220.02,-1.54,661.65,1461.16,37.69,1488.68,26.94,5.16,461.71,36940.00,38627.00,41464.00,11.33,23.91,14.18,661.65
Eureka Forbes,543482,EUREKAFORB,INE0KCE01017,Consumer Durables,Household Appliances,416.20,8047.21,333.16,668.50,493.19,37.74,28.92,62.55,41.21,6.98,38.52,51.09,8.51,72.84,9.00,61.59,53.66,40.24,872.52,12.81,2803.50,12.55,15.31,55.44,199.97,5.86,4.25,19.71,5.88,3.70,241.76,225.50,493.96,96.98,3.77,33.72,225.45,3.67,380.43,4379.54,88.08,1054.77,22.70,1.76,700.77,35406.00,35383.00,29638.00,13.24,6.70,16.89,380.43
Euro Pratik Sale,544519,EUROPRATIK,INE198501012,Consumer Durables,"Furniture, Home Furnishing",265.75,2721.54,121.16,390.00,274.77,31.86,24.49,73.91,18.77,24.80,15.04,21.20,-6.87,36.52,23.65,22.70,0.00,31.58,131.94,36.64,373.76,24.46,60.13,20.05,86.18,38.38,30.49,13.08,19.40,,40.67,-30.65,274.86,40.15,3.34,33.82,13.97,3.02,18.45,299.74,14.15,300.94,21.49,8.76,103.33,26366.00,27826.00,,0.55,4.48,21.06,18.45
Eveready Inds.,531508,EVEREADY,INE128A01029,Household Products,Household Products,355.05,2578.96,167.86,505.00,341.43,25.28,201.81,43.60,36.97,2.52,36.06,92.76,-73.92,39.31,7.45,-7.91,1.73,16.24,421.89,9.08,1488.96,8.74,8.97,36.97,158.82,17.23,18.47,78.17,9.07,1.92,83.36,129.68,341.29,53.09,5.41,51.25,6.76,10.68,8.58,586.60,0.00,574.61,16.04,4.14,407.71,62890.00,62473.00,70097.00,5.44,2.84,48.12,8.58
Exicom Tele-Sys.,544133,EXICOM,INE777F01014,Electrical Equipment,Heavy Electrical Equipment,157.03,2176.42,-80.57,510.49,140.91,14.19,713.00,65.20,-73.57,-3.43,-71.13,-53.82,-35.46,-96.81,-67.87,-68.81,2.83,,435.08,54.43,1277.48,55.63,61.25,-73.57,-260.15,-14.66,-40.77,-30.47,-22.22,-5.16,-86.59,-169.24,140.74,-36.04,-6.96,49.67,219.52,-29.64,64.27,512.21,0.93,1088.42,-42.05,3.35,331.07,139051.00,136496.00,152888.00,0.20,0.31,34.29,64.27
Exide Inds.,500086,EXIDEIND,INE302A01020,Auto Components,Auto Components & Equipments,464.10,39474.27,1931.32,620.35,388.08,6.51,1575.40,45.99,350.47,28.38,272.99,215.25,62.09,319.64,194.97,173.64,0.00,42.07,4856.67,11.28,18828.61,7.61,17.75,351.30,938.41,8.54,5.97,10.67,6.35,2.61,2413.16,1272.90,387.32,496.02,3.75,54.91,188.02,0.64,257.81,13819.85,6130.77,6247.26,19.86,2.84,5528.38,1168806.00,1203117.00,1304140.00,10.62,19.30,24.08,257.81
F A C T,590024,FACT,INE188A01015,Fertilizers & Agrochemicals,Fertilizers,772.95,50024.96,245.52,1187.00,855.10,27.04,3985.45,90.00,-61.94,-1547.20,4.28,3.16,-2060.13,-73.29,-67.90,20.86,0.00,,2210.73,35.69,5934.39,32.05,20.20,-61.94,-105.82,4.93,-2.91,-230.58,-4.94,93.61,-995.70,139.97,855.92,1.87,-1.13,26.13,2777.37,-7.78,1670.69,703.25,185.42,4178.60,300.89,37.04,1253.40,67027.00,68699.00,75843.00,0.16,0.07,0.81,1670.69
FDC,531599,FDC,INE258B01022,Pharmaceuticals & Biotechnology,Pharmaceuticals,350.15,5702.45,459.62,659.00,396.80,33.72,15.47,69.65,132.49,9.17,121.36,103.40,28.13,57.14,28.30,28.37,0.00,18.52,503.42,6.42,2190.22,3.40,2.97,132.49,307.93,16.67,12.46,14.43,19.84,2.16,200.45,317.57,397.27,72.45,3.51,29.28,52.77,5.81,50.00,2468.83,1047.98,1132.52,11.95,2.29,667.69,55045.00,52730.00,54445.00,1.40,6.31,22.63,50.00
Fedbank Financi.,544027,FEDFINA,INE007N01010,Finance,Non Banking Financial Company (NBFC),154.03,5780.24,1394.80,178.48,145.83,13.70,13674.87,60.67,114.38,52.49,75.01,100.53,13.78,115.96,87.91,80.15,0.00,15.09,634.93,18.59,2376.93,13.41,29.68,114.38,382.97,9.06,12.56,66.53,17.07,-0.42,-1664.16,-977.52,145.75,403.40,3.09,52.91,834.69,-7.84,1390.95,2551.89,401.67,1844.99,12.01,1.97,669.93,116070.00,121385.00,143731.00,9.30,10.89,19.13,1390.95
Federal Bank,500469,FEDERALBNK,INE171A01029,Banks,Private Sector Bank,355.30,87659.57,23920.25,371.70,293.82,4.41,346684.15,0.00,1256.09,36.78,918.32,1340.97,-6.45,1666.91,1125.39,1022.64,0.00,18.72,7809.46,8.22,30384.84,6.50,9.94,1302.49,4683.07,6.39,11.59,15.64,16.57,2.85,4349.11,8800.92,293.20,5079.63,6.50,54.86,19560.23,1.64,14812.32,39550.15,76471.45,46700.52,17.40,2.19,7861.58,811380.00,821700.00,851049.00,27.71,49.27,23.00,14812.32
Federal-Mogul Go,505744,FMGOETZE,INE529A01010,Auto Components,Auto Components & Equipments,474.00,2636.58,353.14,666.45,455.34,18.06,1.03,74.98,43.46,0.49,43.25,50.84,-10.77,53.78,30.73,51.31,0.00,14.52,534.40,8.95,2001.00,8.80,8.81,45.33,181.53,18.52,13.49,6.92,8.61,1.03,321.06,220.69,455.15,79.50,9.27,50.86,610.17,10.75,829.26,1381.11,10.01,1357.23,5.11,1.84,526.27,29583.00,29894.00,30646.00,0.39,0.49,24.14,829.26
Fiem Industries,532768,FIEMIND,INE737H01014,Auto Components,Auto Components & Equipments,2190.60,5770.09,415.94,2674.80,2198.83,18.10,65.55,54.51,64.88,12.80,57.52,71.03,-8.66,92.88,63.37,63.67,0.00,21.94,839.10,17.29,2932.10,17.11,17.68,64.88,262.95,29.34,22.60,24.80,8.37,3.07,161.28,233.06,2198.92,115.87,35.29,38.51,298.44,6.14,279.57,1188.69,0.05,1039.69,12.92,4.75,775.39,75296.00,73826.00,67891.00,7.03,11.60,26.86,279.57
Filatex India,526227,FILATEX,INE816B01035,Textiles & Apparels,Other Textile Products,81.51,3615.18,342.79,87.27,56.01,6.60,144.52,65.47,49.14,20.65,40.73,40.25,22.09,56.98,55.34,47.58,0.00,18.80,1091.00,1.40,4256.42,0.22,9.14,49.14,192.31,16.97,12.96,34.47,4.29,1.07,243.72,312.22,55.75,81.34,1.28,60.10,57.59,10.27,48.92,1461.83,293.62,975.48,10.51,2.40,1145.30,96555.00,98814.00,110180.00,4.03,2.84,27.66,48.92
Fine Organic,541557,FINEORG,INE686Y01026,Chemicals & Petrochemicals,Specialty Chemicals,5066.20,15504.24,596.47,7328.75,4730.08,6.30,68.20,75.00,138.14,23.45,111.90,117.48,17.59,130.27,73.93,108.55,0.00,35.39,657.35,10.06,2471.58,7.09,17.98,138.14,438.10,21.47,16.46,7.08,19.90,3.41,429.60,204.00,4726.70,147.99,42.49,51.96,949.95,12.10,1448.83,2649.19,38.30,2320.20,22.35,5.83,694.17,83591.00,88948.00,105097.00,4.27,11.72,9.01,1448.83
Fineotex Chem,533333,FCL,INE045J01034,Chemicals & Petrochemicals,Specialty Chemicals,43.55,5071.41,167.82,47.18,32.05,7.69,8.20,62.30,38.40,54.78,24.81,31.61,10.07,56.50,30.12,26.08,0.00,41.45,339.08,146.23,1011.78,91.44,174.77,48.21,122.35,18.30,13.48,17.35,12.80,7.71,-23.81,69.33,31.93,62.55,0.39,58.88,41.70,0.06,46.18,765.98,317.48,548.06,24.83,5.75,376.63,180711.00,162276.00,136842.00,3.16,1.35,33.18,46.18
Finolex Cables,500144,FINCABLES,INE235A01022,Industrial Products,Cables - Electricals,1291.20,19764.08,989.67,1700.00,979.76,6.09,19.14,35.86,249.04,53.14,162.62,224.43,10.97,180.44,164.03,162.64,0.00,24.70,1827.44,32.83,6938.64,26.53,44.26,249.04,800.14,16.01,12.33,29.17,12.37,4.76,49.08,207.25,976.63,199.04,11.80,70.10,145.47,3.90,168.12,6055.29,4195.43,3531.97,17.68,3.24,2013.15,183583.00,182413.00,159021.00,9.65,16.71,37.80,168.12
Finolex Inds.,500940,FINPIPE,INE183A01024,Industrial Products,Plastic Products - Industrial,158.61,9845.12,932.37,355.90,176.73,28.87,445.64,52.47,114.52,16.67,98.16,261.25,-56.16,95.98,116.08,123.56,0.00,16.00,840.34,-2.14,3953.86,-2.24,-15.30,114.52,615.41,12.71,9.73,54.85,12.96,2.12,191.75,382.68,176.91,126.72,1.55,39.06,125.36,3.43,60.30,6091.04,4969.43,3968.57,10.75,1.58,883.58,245937.00,237719.00,250051.00,5.85,11.35,29.97,60.30
Firstsour.Solu.,532809,FSL,INE684F01012,Commercial Services & Supplies,Business Process Outsourcing (BPO)/ Knowledge Process Outsourcing (KPO),272.25,19241.79,1607.88,422.80,276.34,28.64,2921.90,53.66,220.15,30.01,169.33,205.24,-19.16,280.33,120.32,179.52,0.00,24.11,2782.97,20.36,10063.62,19.71,22.87,165.92,798.23,16.80,17.63,28.40,8.08,1.90,1213.98,701.10,276.38,457.86,3.96,48.29,166.99,10.10,269.27,3687.54,115.93,2712.14,13.13,4.39,2724.87,242813.00,229935.00,254253.00,8.38,25.41,11.71,269.27
Fischer Medical,524743,FISCHER,INE771F01041,Healthcare Equipment & Supplies,Medical Equipment & Supplies,38.95,2726.98,55.17,124.70,46.01,68.77,107.08,62.15,3.79,-22.02,4.86,-12.44,130.47,42.76,19.23,13.90,7.38,111.40,346.95,301.99,366.87,195.82,249.49,3.79,24.48,11.38,8.59,286.12,4.63,,-101.27,-86.74,46.09,49.90,0.61,54.04,251.36,-14.77,25.05,319.35,123.21,413.74,54.98,6.63,81.92,23950.00,23269.00,10058.00,5.48,1.35,31.01,25.05
Five-Star Bus.Fi,543663,FIVESTAR,INE128S01021,Finance,Non Banking Financial Company (NBFC),527.45,15584.68,2241.69,943.75,516.83,20.80,8200.43,18.61,271.41,1.92,266.31,269.27,0.79,410.23,277.03,286.14,0.00,14.12,867.37,8.50,3260.44,9.84,5.38,271.41,1103.85,14.79,16.06,1.53,32.74,-1.29,-264.28,-1044.95,516.72,584.61,13.90,44.12,2155.14,-7.97,2148.95,7350.64,227.14,2331.91,9.71,2.11,828.98,102270.00,97128.00,69039.00,43.97,22.35,15.07,2148.95
Flair Writing,544030,FLAIR,INE00Y201027,Household Products,Stationary,253.00,2665.97,245.61,514.40,287.20,27.47,66.29,78.59,28.56,-0.28,28.64,35.82,-20.39,47.50,33.14,42.73,0.00,19.08,361.48,12.64,1280.81,14.23,10.64,29.08,139.71,16.83,12.94,14.78,9.11,2.66,137.18,55.45,287.54,64.32,4.43,47.13,114.19,-3.24,11.32,1088.93,119.68,679.66,11.01,2.34,319.25,50418.00,51355.00,63571.00,0.77,10.25,10.40,11.32
Force Motors,500033,FORCEMOT,INE451A01017,Automobiles,Passenger Cars & Utility Vehicles,17885.00,23430.45,1593.72,26485.95,18576.05,32.47,0.00,61.63,216.56,22.82,176.33,278.52,-22.24,281.55,406.15,350.70,0.00,21.30,2250.09,8.10,9199.81,8.44,6.21,216.59,1100.21,36.08,29.23,82.00,8.88,2.45,1297.09,971.47,18583.00,355.54,213.65,45.68,507.41,20.02,831.59,4181.17,98.34,3831.62,13.98,5.62,2440.01,94439.00,78750.00,59419.00,9.51,1.46,27.39,831.59
Fortis Health.,532843,FORTIS,INE061F01013,Healthcare Services,Hospital,916.80,69252.56,2149.33,1105.00,912.53,17.03,3472.58,31.17,259.40,3.39,250.90,276.09,0.59,398.77,197.40,328.82,0.00,64.92,2740.45,17.54,9506.15,17.50,17.46,272.80,1066.81,13.45,11.23,15.95,10.44,4.77,1601.45,1423.93,912.49,615.70,5.16,44.22,507.99,3.79,543.71,9140.59,242.56,1802.13,32.83,6.99,2545.03,220743.00,226685.00,205373.00,25.20,32.23,11.40,543.71
Foseco India,500150,FOSECOIND,INE519A01011,Chemicals & Petrochemicals,Specialty Chemicals,5506.00,4156.10,141.38,6846.00,5039.48,19.57,2.78,63.54,33.72,,,29.76,8.69,,15.18,16.49,0.00,39.87,,,772.95,22.61,,36.40,104.24,17.45,12.62,18.62,15.73,,97.62,42.25,5034.79,,,59.78,258.03,,327.05,1028.72,0.00,550.43,20.64,4.00,231.41,12592.00,12415.00,13019.00,0.08,0.38,36.00,327.05
Fractal Analyt.,544700,FRACTAL,INE212S01015,IT - Software,Computers - Software & Consulting,855.25,14713.49,500.90,1119.60,869.92,23.61,418.40,16.97,69.08,84.21,37.50,122.77,-37.56,,100.10,33.20,3.42,44.30,,,3451.70,19.32,19.99,72.30,332.11,12.59,12.17,69.21,7.36,7.19,409.00,397.00,870.06,,,54.97,288.30,7.35,1165.20,3167.70,1237.50,3032.90,25.62,4.62,912.50,87200.00,101465.00,,40.87,12.26,29.91,1165.20
Fredun Pharma,539730,FREDUN,INE194R01017,Pharmaceuticals & Biotechnology,Pharmaceuticals,1471.80,2439.54,94.80,1600.00,758.62,8.01,222.03,44.57,13.17,94.53,6.77,11.07,18.97,20.23,10.48,9.73,0.00,54.88,234.08,61.10,747.53,50.31,90.45,13.17,44.45,21.49,15.81,89.63,5.77,-44.82,16.44,-20.98,751.46,34.89,12.23,71.23,0.28,-7.60,64.95,273.23,2.02,498.24,23.48,8.66,228.25,9598.00,8308.00,7906.00,1.06,2.94,51.43,64.95
FSN E-Commerce,543384,NYKAA,INE388Y01029,Retailing,E-Retail/ E-Commerce,330.35,94572.67,785.92,429.00,276.82,5.15,1237.81,52.07,80.01,243.10,23.32,78.38,1.28,111.90,67.74,32.98,0.00,355.27,3004.35,28.06,10649.41,27.41,29.10,79.76,266.20,17.23,15.29,233.75,2.87,61.31,644.30,466.63,276.29,233.57,0.39,54.74,217.15,8.90,320.03,1151.65,0.16,3188.94,108.46,65.78,2782.00,383806.00,395677.00,436359.00,13.73,24.08,10.12,320.03
Fujiyama Power,544613,UTLSOLAR,INE12UR01024,Electrical Equipment,Other Electrical Equipment,477.50,14643.97,495.82,494.25,288.49,3.39,519.56,86.63,181.52,168.56,67.59,106.32,-45.64,185.62,67.31,62.90,0.00,35.03,1168.14,105.69,3402.85,94.97,125.28,57.80,418.05,34.95,36.42,131.34,13.49,48.76,-2.89,18.14,286.59,217.47,6.05,77.13,20.56,-14.86,160.83,1242.71,0.01,1409.40,23.20,11.49,1345.69,60134.00,80691.00,,1.63,5.98,5.76,160.83
Fusion Finance,543652,FUSION,INE139R01012,Finance,Microfinance Institutions,203.32,3281.90,485.39,669.07,189.91,16.33,5570.76,53.97,62.41,167.65,-92.25,114.19,-45.35,-13.78,14.05,-22.14,1.15,19.48,371.41,-7.34,1699.45,-18.05,3.59,62.41,168.51,5.92,0.68,113.15,13.62,-0.64,1146.25,1447.88,189.78,126.65,-0.85,48.34,853.05,4.98,2005.44,2294.41,2.06,2170.47,10.69,1.34,458.17,68121.00,70009.00,79097.00,4.77,15.25,25.78,2005.44
G M Breweries,507488,GMBREW,INE075D01018,Beverages,Breweries & Distilleries,883.20,2011.16,186.26,1328.80,931.14,33.53,0.00,74.43,37.74,45.94,25.86,54.07,-30.20,52.00,42.01,34.89,0.00,11.92,219.07,21.35,784.57,21.26,22.55,37.74,168.71,17.96,12.52,29.82,18.91,2.52,-95.62,161.68,931.62,53.73,22.76,38.54,94.67,0.27,12.16,1055.41,570.40,197.40,8.81,1.87,199.58,48929.00,47363.00,49406.00,0.61,0.00,24.97,12.16
G M D C,532181,GMDCLTD,INE131A01031,Minerals & Mining,Industrial Minerals,561.95,17871.61,866.94,771.90,575.81,27.20,316.51,74.00,163.43,-0.21,163.77,170.43,-15.80,63.77,133.06,465.75,0.00,31.34,579.15,9.77,2827.42,2.25,23.76,163.43,570.34,10.80,8.34,-14.30,18.03,2.15,743.72,1059.37,575.95,96.05,2.01,41.81,582.69,-1.10,540.12,7009.14,463.54,3233.08,19.88,2.53,906.64,248480.00,241551.00,227850.00,3.66,0.81,21.53,540.12
G N F C,500670,GNFC,INE113A01013,Chemicals & Petrochemicals,Commodity Chemicals,592.80,8720.06,1378.00,912.00,505.25,4.23,6.00,41.30,312.00,275.90,83.00,396.00,-21.21,240.34,150.00,179.00,0.00,8.41,2361.97,20.02,8410.00,12.55,39.79,312.00,1037.00,12.03,9.13,84.52,13.94,0.75,654.00,605.18,504.37,330.03,16.36,68.62,2308.40,0.17,1109.00,8968.00,1692.00,6151.00,4.50,0.96,2238.00,260335.00,265793.00,272575.00,13.11,11.02,34.57,1109.00
G R Infraproject,543317,GRINFRA,INE201P01022,Construction,Civil Construction,884.00,8546.86,1851.90,2277.00,966.84,35.10,4871.82,74.69,311.69,27.71,244.06,185.47,70.49,257.88,258.75,189.57,0.00,9.10,2060.65,28.62,9194.94,25.06,40.06,357.79,938.98,11.92,9.20,-12.58,11.21,-0.51,-2811.48,-2041.87,967.67,406.70,26.61,49.04,895.66,-16.13,1212.09,9331.27,2370.94,6476.73,6.12,0.91,2784.11,60541.00,61528.00,64119.00,2.46,19.48,3.38,1212.09
G S F C,500690,GSFC,INE026A01025,Fertilizers & Agrochemicals,Fertilizers,160.61,6407.07,1077.66,322.45,170.76,27.24,26.66,37.84,158.53,14.42,138.55,52.10,204.07,252.79,158.15,324.11,0.00,9.25,4514.27,41.63,12344.24,29.18,64.03,158.54,692.76,7.16,5.51,7.86,4.42,2.30,136.14,83.48,170.86,340.62,6.34,50.08,1907.27,-2.66,200.11,12186.75,4609.70,6094.04,5.63,0.52,3583.15,298987.00,303830.00,324259.00,12.36,7.32,36.82,200.11
Gabriel India,505714,GABRIEL,INE524A01029,Auto Components,Auto Components & Equipments,1436.80,25465.29,457.72,1600.00,1125.82,10.20,148.12,63.55,107.35,1.99,105.26,119.11,-9.16,91.40,54.67,69.03,0.00,70.69,1411.67,19.60,5165.43,18.71,15.50,108.13,360.25,25.61,20.20,23.10,7.58,,345.27,203.82,1122.70,129.74,5.12,51.78,39.44,2.96,202.66,1354.38,120.69,1380.25,42.93,15.08,1425.68,134530.00,144400.00,135458.00,6.35,12.92,17.17,202.66
GAIL (India),532155,GAIL,INE129A01019,Gas,Gas Transmission/Marketing,172.50,113684.09,14521.99,246.35,169.70,7.69,24831.49,51.79,4665.36,96.92,2369.20,1484.72,215.30,3092.70,1729.13,1988.71,0.00,11.51,37749.86,6.23,147484.65,3.52,16.67,4670.99,9878.65,9.67,8.71,1.35,11.34,0.87,11248.65,15727.27,169.68,4402.81,4.70,47.18,2720.52,3.13,2126.66,82474.50,26233.22,19794.58,7.64,1.27,41197.61,1566827.00,1617716.00,1638227.00,15.00,19.09,6.52,2126.66
Gaja Alternative Asset,,,INE18UN01038,,,,2356.16,93.93,,,,53.16,,60.27,,,,,,,,,29.73,,,135.53,11.09,,62.09,79.26,17.02,15.92,33.15,62.53,-29.70,-14.98,-8.75,,,,,25.28,-0.68,106.08,550.07,360.11,322.89,24.52,,99.30,,,,,,,106.08
Galaxy Surfact.,540935,GALAXYSURF,INE600K01018,Chemicals & Petrochemicals,Specialty Chemicals,2318.20,8218.42,498.74,3600.00,1994.54,12.83,235.47,70.91,165.92,108.73,79.49,62.43,165.77,134.36,58.97,66.49,0.03,22.62,1718.89,29.61,5752.26,27.05,39.44,165.92,363.40,13.53,10.89,19.27,9.31,1.78,332.66,420.51,1991.29,183.02,37.90,63.55,215.84,9.18,274.87,2709.38,473.63,1970.21,13.30,2.99,1781.90,46661.00,47746.00,51272.00,3.81,13.52,11.75,274.87
